"","X","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"171",8,0.01,8,0,0.6,3,1,4700,0.40942699836153,0.476057702177601,0.253249442082058,0.0105465539760538,0.0172039406975177,0.00397838350777087
"172",11,0.01,8,0,0.8,3,0.5,4700,0.41444156966836,0.464872312137929,0.258027519528435,0.0105787785621551,0.0172581825122395,0.00419989671776774
"173",14,0.01,8,0,0.8,3,0.75,4700,0.413278343235104,0.467470698510645,0.256763547100636,0.0107008067501109,0.0175431876992716,0.00416248806885983
"174",17,0.01,8,0,0.8,3,1,4700,0.411159693814623,0.472040664836929,0.254691006631292,0.0106301216110534,0.0175276005229958,0.00409798251331085
"175",3,0.01,8,0,0.6,3,0.5,5000,0.413243275666677,0.467595691067113,0.256980604238173,0.0106592543312592,0.0175027804568185,0.00413572336386049
"176",6,0.01,8,0,0.6,3,0.75,5000,0.412184319416852,0.470003431454074,0.25588047364649,0.01065694366035,0.0173981433900506,0.00409910727336305
"177",9,0.01,8,0,0.6,3,1,5000,0.409891120222207,0.474999072533755,0.253688064542513,0.0105475521112393,0.0171868638125367,0.00397845933476886
"178",12,0.01,8,0,0.8,3,0.5,5000,0.415331637137017,0.462930114454065,0.258818554567003,0.0105807985577048,0.0172538715536712,0.00421457884250225
"179",15,0.01,8,0,0.8,3,0.75,5000,0.414089429722603,0.465690674691799,0.257491397921641,0.0107111037294248,0.0175509230550517,0.00419200847783202
"180",18,0.01,8,0,0.8,3,1,5000,0.411755299125316,0.470702324987153,0.255226886671592,0.0106468057882009,0.0175398353594874,0.00411370939128808
"181",1,0.001,8,0,0.6,3,0.5,500,7.50274435480257,0.401517068065452,7.48642556612824,0.0030124910550351,0.0133405577759779,0.00336615015723396
"182",4,0.001,8,0,0.6,3,0.75,500,7.50246379360438,0.412571417775515,7.48627972875498,0.00300999279865275,0.013559765372249,0.00336551005433186
"183",7,0.001,8,0,0.6,3,1,500,7.5022906642427,0.420703471937626,7.48621003669236,0.00300505803865478,0.0137115309709514,0.00335887017579118
"184",10,0.001,8,0,0.8,3,0.5,500,7.50263069004189,0.39978697279609,7.48643705454179,0.00299941889493818,0.0133451919900889,0.00335288997161849
"185",13,0.001,8,0,0.8,3,0.75,500,7.50235316391436,0.409641990296175,7.48627396304691,0.00300088158114012,0.0135769000272034,0.00335429382456249
"186",16,0.001,8,0,0.8,3,1,500,7.50218478496022,0.418787057002681,7.48621327609993,0.00299039045403579,0.0137521089524643,0.00334314675130831
"187",2,0.001,8,0,0.6,3,0.5,1000,4.56326945040462,0.422347243794364,4.54027221341419,0.00301148344139066,0.0137983327687157,0.00356230821321488
"188",5,0.001,8,0,0.6,3,0.75,1000,4.56277930782703,0.432166556283415,4.54008365809701,0.00299602069783665,0.0139906133003669,0.00354466171126883
"189",8,0.001,8,0,0.6,3,1,1000,4.56246778062194,0.438279131167508,4.53997013952523,0.00298708942714445,0.0142533228092155,0.00353431030492942
"190",11,0.001,8,0,0.8,3,0.5,1000,4.56311194814202,0.422442611216384,4.54030582349446,0.00299362027223145,0.0138920214795608,0.00353790954465628
"191",14,0.001,8,0,0.8,3,0.75,1000,4.56263863302058,0.43138790137265,4.54011165157082,0.00298979776963885,0.0140976711210337,0.00353124942198983
"192",17,0.001,8,0,0.8,3,1,1000,4.56233857956894,0.437696660615992,4.54001713032589,0.00298461268216564,0.0142706888322409,0.00352652900392033
"193",3,0.001,8,0,0.6,3,0.5,1500,2.7882366341882,0.440278478755867,2.75453732542255,0.00290137623475815,0.0142650569164669,0.00364426327928478
"194",6,0.001,8,0,0.6,3,0.75,1500,2.78758059159038,0.447273787374693,2.75432845829529,0.00290043611172847,0.0143872774736659,0.00363825105022685
"195",9,0.001,8,0,0.6,3,1,1500,2.78716628906952,0.451674298308902,2.75420296879064,0.00290956582059549,0.0145593415697411,0.0036425112284472
"196",12,0.001,8,0,0.8,3,0.5,1500,2.78803098730774,0.441325103240615,2.75460919995682,0.00290531742885329,0.0143393707407099,0.00363823491738065
"197",15,0.001,8,0,0.8,3,0.75,1500,2.78740054310217,0.447589517433518,2.75439520424611,0.00290880843691554,0.014461896136472,0.00363773244646323
"198",18,0.001,8,0,0.8,3,1,1500,2.7870171980812,0.451750822294167,2.7542878776896,0.00290978071303006,0.0146548894591028,0.00363791827545866
"199",1,0.001,8,0,0.6,3,0.5,1700,2.29558036491855,0.446397311305284,2.2596022569061,0.00321759203699828,0.0155086634964096,0.00389760004425257
"200",4,0.001,8,0,0.6,3,0.75,1700,2.29486885305408,0.452622760284269,2.25936480209122,0.00320349601196262,0.0156544112566337,0.00388897862387347
"201",7,0.001,8,0,0.6,3,1,1700,2.29443648051295,0.456477318447205,2.25923149613064,0.00318006680337207,0.0157693849918397,0.00386660328820379
"202",10,0.001,8,0,0.8,3,0.5,1700,2.29537706065244,0.44756620671106,2.25968742037387,0.00325389514779558,0.0155131563989418,0.00394105289162395
"203",13,0.001,8,0,0.8,3,0.75,1700,2.29468496354434,0.453164609688537,2.25943666697849,0.00323070686068731,0.0156585614362423,0.00391390963166823
"204",16,0.001,8,0,0.8,3,1,1700,2.2942594645078,0.456772595279848,2.25929561824123,0.00320781486506117,0.0157371579867093,0.00388777747694354
"205",2,0.001,8,0,0.6,3,0.5,1800,2.08480334165696,0.449226614107974,2.04832173878506,0.00317935347026846,0.0155451775990092,0.00373488215645115
"206",5,0.001,8,0,0.6,3,0.75,1800,2.08405878455545,0.455074481083764,2.04806955146716,0.00316411245511262,0.0156892851870209,0.00372543291688234
"207",8,0.001,8,0,0.6,3,1,1800,2.08361247431159,0.458675701029826,2.04793221674925,0.00313815557238485,0.0157877728123033,0.00369899638077868
"208",11,0.001,8,0,0.8,3,0.5,1800,2.0845948423737,0.450436523006746,2.048420998651,0.00320888082956762,0.0155724607987922,0.00377415269950721
"209",14,0.001,8,0,0.8,3,0.75,1800,2.08387159000052,0.455702600185315,2.04815546540716,0.00318745342741641,0.0157066323444159,0.00374697793477702
"210",17,0.001,8,0,0.8,3,1,1800,2.08343428722918,0.459073828878719,2.04801439613187,0.00316896823856761,0.0157606099921824,0.00372208223052243
"211",3,0.001,8,0,0.6,3,0.5,1900,1.89482330958478,0.451934461751329,1.85788452975832,0.00313613186947121,0.0155940271703965,0.00358809881914996
"212",6,0.001,8,0,0.6,3,0.75,1900,1.89404291344281,0.457429840128448,1.85761971931367,0.00312528903094867,0.0157166589673193,0.00358347087241061
"213",9,0.001,8,0,0.6,3,1,1900,1.89358123119229,0.460781704902815,1.85747667922309,0.0030977127957989,0.0158073000324064,0.00355589574193785
"214",12,0.001,8,0,0.8,3,0.5,1900,1.89460512250077,0.453169467879826,1.85799068133512,0.00316550749477742,0.0156252429631172,0.00362544147258076
"215",15,0.001,8,0,0.8,3,0.75,1900,1.89385075180235,0.458116242949168,1.85771330404665,0.00314726743659441,0.0157463459920079,0.00360293022157462
"216",18,0.001,8,0,0.8,3,1,1900,1.89339972818436,0.461258912319628,1.85756431120929,0.00313106695714194,0.0157704198728735,0.00357933536732575
